short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
K. Bennetts,21,183,73,England,Borussia Mönchengladbach,German 1. Bundesliga,63,74,625000,5000,"LM, RM",Left,1,4,2,High/Medium,Normal,No,1200000.0,,RES,37.0,,2018-07-01,2022.0,,,75.0,59.0,58.0,68.0,41.0,55.0,,,,,,,Speed Dribbler (AI),64,55,38,58,55,69,65,73,56,67,76,75,67,52,73,70,34,54,62,55,45,41,50,50,70,43,,50,43,11,8,10,10,7,58+2,58+2,58+2,62+0,60+0,60+0,60+0,62+0,60+2,60+2,60+2,62+2,56+2,56+2,56+2,62+2,55+2,51+2,51+2,51+2,55+2,52+2,46+2,46+2,46+2,52+2
K. Agudelo,21,178,70,Colombia,Spezia,Italian Serie A,63,74,625000,6000,"CM, CAM",Left,1,3,3,Medium/Medium,Normal,No,1300000.0,,RW,10.0,,2019-08-08,2023.0,,,69.0,58.0,61.0,69.0,50.0,61.0,,,,,,,,56,56,48,68,50,67,56,42,60,69,74,64,75,62,81,66,59,68,59,57,58,53,63,61,43,56,,46,48,15,10,13,14,10,61+2,61+2,61+2,64+0,64+0,64+0,64+0,64+0,65+2,65+2,65+2,65+2,63+2,63+2,63+2,65+2,59+2,59+2,59+2,59+2,59+2,58+2,54+2,54+2,54+2,58+2
G. Rutter,18,182,70,France,Stade Rennais FC,French Ligue 1,63,74,600000,4000,ST,Left,1,5,3,Medium/Medium,Normal,No,1300000.0,,RES,35.0,,2018-08-18,2021.0,,,68.0,63.0,54.0,65.0,23.0,55.0,,,,,,,,43,65,67,62,54,65,56,33,51,68,69,68,63,54,64,64,68,57,62,59,32,12,59,58,68,52,,22,17,6,10,14,10,10,63+2,63+2,63+2,62+0,63+0,63+0,63+0,62+0,62+2,62+2,62+2,60+2,55+2,55+2,55+2,60+2,43+2,41+2,41+2,41+2,43+2,40+2,36+2,36+2,36+2,40+2
E. Colley,20,182,75,Gambia,Atalanta,Italian Serie A,63,74,650000,8000,ST,Right,1,3,2,High/Low,Lean,No,1200000.0,,RES,90.0,,2019-12-15,2023.0,,,69.0,66.0,46.0,63.0,21.0,50.0,,,,,,,,35,71,60,55,46,66,43,37,35,63,73,66,53,54,62,64,63,49,54,65,37,18,58,54,70,57,,14,17,6,7,6,12,5,63+2,63+2,63+2,60+0,62+0,62+0,62+0,60+0,60+2,60+2,60+2,57+2,51+2,51+2,51+2,57+2,40+2,37+2,37+2,37+2,40+2,38+2,34+2,34+2,34+2,38+2
Lucas Felippe,20,178,70,Brazil,Hellas Verona,Italian Serie A,63,74,625000,4000,CM,Left,1,3,2,Medium/Medium,Normal,No,1300000.0,,SUB,18.0,,2019-07-01,2022.0,,,63.0,53.0,64.0,65.0,58.0,55.0,,,,,,,Long Shot Taker (AI),59,42,51,70,51,62,56,52,65,66,66,61,72,61,77,68,51,54,53,62,62,63,58,62,48,49,,55,53,8,10,14,13,13,58+2,58+2,58+2,61+0,61+0,61+0,61+0,61+0,63+2,63+2,63+2,61+2,63+2,63+2,63+2,61+2,60+2,62+2,62+2,62+2,60+2,60+2,58+2,58+2,58+2,60+2
K. Bryan,23,185,72,England,Sheffield United,English Premier League,63,73,550000,5000,CB,Left,1,2,2,Medium/Medium,Normal,Yes,1200000.0,,RES,29.0,,2018-08-02,2021.0,,,59.0,51.0,57.0,61.0,61.0,71.0,,,,,,,Injury Prone,49,48,57,61,38,58,50,39,62,63,64,55,65,57,67,68,68,65,74,44,71,55,48,60,45,51,,64,62,10,9,8,13,7,56+2,56+2,56+2,56+0,57+0,57+0,57+0,56+0,58+2,58+2,58+2,58+2,59+2,59+2,59+2,58+2,59+2,62+2,62+2,62+2,59+2,59+2,63+2,63+2,63+2,59+2
N. Rehnen,23,191,82,Germany,DSC Arminia Bielefeld,German 1. Bundesliga,63,73,475000,3000,GK,Right,1,3,1,Medium/Medium,Normal,No,950000.0,,SUB,33.0,,2015-07-01,2021.0,,,,,,,,,65.0,59.0,60.0,64.0,36.0,63.0,,17,19,9,26,12,11,18,18,19,21,33,39,38,54,40,45,54,23,57,14,19,8,5,29,16,22,,9,8,65,59,60,63,64,25+2,25+2,25+2,23+0,24+0,24+0,24+0,23+0,23+2,23+2,23+2,23+2,22+2,22+2,22+2,23+2,21+2,21+2,21+2,21+2,21+2,20+2,21+2,21+2,21+2,20+2
Dani Cárdenas,23,186,80,Spain,Levante UD,Spain Primera Division,63,73,475000,3000,GK,Right,1,3,1,Medium/Medium,Lean,No,1100000.0,,RES,34.0,,2016-07-01,2021.0,,,,,,,,,60.0,62.0,58.0,69.0,36.0,55.0,,10,5,12,23,8,13,11,13,22,16,39,33,55,65,42,44,67,26,52,5,21,6,5,34,17,42,,13,12,60,62,58,55,69,22+2,22+2,22+2,21+0,22+0,22+0,22+0,21+0,23+2,23+2,23+2,22+2,23+2,23+2,23+2,22+2,21+2,22+2,22+2,22+2,21+2,21+2,22+2,22+2,22+2,21+2
Pepe Mena,22,175,64,Spain,Sevilla FC,Spain Primera Division,63,73,550000,4000,"CDM, CM, CAM",Right,1,3,2,Medium/Medium,Normal,No,1300000.0,,RES,32.0,,2017-07-01,2021.0,,,55.0,51.0,61.0,59.0,62.0,49.0,,,,,,,,48,52,49,65,42,54,51,55,66,69,58,52,44,66,78,57,55,34,54,40,55,59,61,66,53,52,,69,65,9,5,7,14,12,57+2,57+2,57+2,58+0,60+0,60+0,60+0,58+0,61+2,61+2,61+2,58+2,62+2,62+2,62+2,58+2,58+2,62+2,62+2,62+2,58+2,59+2,61+2,61+2,61+2,59+2
E. Ebosse,21,185,75,France,Angers SCO,French Ligue 1,63,73,550000,3000,LB,Left,1,3,2,Medium/Medium,Normal,No,1200000.0,,SUB,6.0,,2020-07-16,2023.0,,,68.0,35.0,51.0,60.0,59.0,67.0,,,,,,,,60,28,53,57,27,62,40,31,44,62,67,68,51,51,63,45,73,68,71,38,55,59,47,44,41,46,,64,60,13,7,9,12,10,50+2,50+2,50+2,54+0,52+0,52+0,52+0,54+0,52+2,52+2,52+2,56+2,53+2,53+2,53+2,56+2,61+2,58+2,58+2,58+2,61+2,61+2,60+2,60+2,60+2,61+2
F. Dahmen,22,186,80,Germany,1. FSV Mainz 05,German 1. Bundesliga,63,73,475000,3000,GK,Right,1,3,1,Medium/Medium,Normal,No,950000.0,,SUB,37.0,,2018-03-03,2023.0,,,,,,,,,65.0,60.0,59.0,65.0,42.0,60.0,,14,8,12,16,5,12,13,12,17,18,44,40,39,63,39,44,69,25,45,6,17,9,4,27,11,31,,12,11,65,60,59,60,65,22+2,22+2,22+2,21+0,22+0,22+0,22+0,21+0,21+2,21+2,21+2,22+2,20+2,20+2,20+2,22+2,21+2,20+2,20+2,20+2,21+2,22+2,21+2,21+2,21+2,22+2
Iñaki Álvarez,23,182,76,Spain,CA Osasuna,Spain Primera Division,63,73,475000,4000,GK,Right,1,3,1,Medium/Medium,Normal,No,1100000.0,,RES,31.0,,2018-07-01,2021.0,,,,,,,,,63.0,67.0,61.0,65.0,25.0,64.0,,10,9,11,18,9,5,12,13,29,12,28,23,21,41,48,46,59,25,51,5,22,10,7,26,19,22,,14,12,63,67,61,64,65,19+2,19+2,19+2,15+0,17+0,17+0,17+0,15+0,17+2,17+2,17+2,17+2,19+2,19+2,19+2,17+2,17+2,20+2,20+2,20+2,17+2,17+2,19+2,19+2,19+2,17+2
Alfredo,22,169,59,Spain,Levante UD,Spain Primera Division,63,73,600000,4000,"LM, RM",Right,1,3,3,Medium/Medium,Normal,No,,,RES,29.0,C.D. Castellón,,2021.0,,,77.0,57.0,58.0,64.0,25.0,42.0,,,,,,,,59,59,27,58,44,63,67,57,55,61,77,77,74,66,71,58,47,49,32,54,59,23,60,57,53,54,,24,23,7,8,10,13,12,57+2,57+2,57+2,63+0,61+0,61+0,61+0,63+0,61+2,61+2,61+2,62+2,55+2,55+2,55+2,62+2,47+2,43+2,43+2,43+2,47+2,44+2,35+2,35+2,35+2,44+2
J. Ramos,23,179,72,Uruguay,Spezia,Italian Serie A,63,72,500000,6000,LB,Left,1,3,2,High/Medium,Lean,No,1000000.0,,SUB,3.0,,2019-07-04,2022.0,,,64.0,35.0,50.0,64.0,59.0,63.0,,,,,,,,63,29,49,52,29,64,41,33,38,64,65,63,67,63,64,42,60,63,59,37,73,61,59,51,38,62,,61,61,7,11,9,10,14,51+2,51+2,51+2,57+0,55+0,55+0,55+0,57+0,55+2,55+2,55+2,58+2,54+2,54+2,54+2,58+2,61+2,58+2,58+2,58+2,61+2,61+2,60+2,60+2,60+2,61+2
S. Perisan,22,192,83,Italy,Udinese,Italian Serie A,63,72,450000,2000,GK,Right,1,3,1,Medium/Medium,Normal,No,900000.0,,RES,27.0,,2014-07-01,2020.0,,,,,,,,,68.0,59.0,56.0,65.0,46.0,58.0,,12,20,14,22,11,11,13,11,19,24,47,45,34,57,48,42,54,37,62,20,24,21,14,12,25,49,,14,16,68,59,56,58,65,28+2,28+2,28+2,24+0,25+0,25+0,25+0,24+0,23+2,23+2,23+2,24+2,22+2,22+2,22+2,24+2,25+2,24+2,24+2,24+2,25+2,25+2,25+2,25+2,25+2,25+2
S. Hughes,23,187,80,England,Leicester City,English Premier League,63,72,525000,11000,CB,Right,1,3,2,Medium/High,Normal,Yes,1100000.0,,RES,30.0,,2017-06-09,2021.0,,,54.0,33.0,44.0,45.0,63.0,71.0,,,,,,,,38,29,65,54,32,42,35,34,46,44,55,54,50,57,56,42,71,64,76,27,68,61,41,38,45,58,,64,63,13,9,10,14,10,46+2,46+2,46+2,44+0,44+0,44+0,44+0,44+0,44+2,44+2,44+2,46+2,48+2,48+2,48+2,46+2,55+2,57+2,57+2,57+2,55+2,57+2,63+2,63+2,63+2,57+2
Víctor López,23,178,71,Spain,Deportivo Alavés,Spain Primera Division,63,72,575000,4000,RM,Right,1,3,3,Medium/Medium,Normal,No,1300000.0,,RES,33.0,,2015-07-01,2021.0,,,69.0,55.0,59.0,66.0,56.0,58.0,,,,,,,,47,57,46,64,39,65,51,48,62,66,72,66,73,61,68,50,55,59,58,54,57,63,63,65,60,55,,54,52,8,5,13,9,9,59+2,59+2,59+2,63+0,62+0,62+0,62+0,63+0,64+2,64+2,64+2,62+2,63+2,63+2,63+2,62+2,59+2,60+2,60+2,60+2,59+2,58+2,57+2,57+2,57+2,58+2
M. Villa,23,184,75,Uruguay,Villarreal CF,Spain Primera Division,63,72,500000,5000,"RB, CB, LB",Right,1,3,2,Medium/Medium,Normal,No,,,RES,29.0,Girona FC,,2021.0,,,62.0,29.0,43.0,53.0,65.0,55.0,,,,,,,,60,29,54,50,20,55,26,31,29,48,64,60,54,62,61,28,59,56,57,27,50,63,40,31,34,50,,65,66,6,6,11,15,13,44+2,44+2,44+2,49+0,46+0,46+0,46+0,49+0,45+2,45+2,45+2,50+2,46+2,46+2,46+2,50+2,60+2,54+2,54+2,54+2,60+2,61+2,60+2,60+2,60+2,61+2
Fran Navarro,22,179,71,Spain,Valencia CF,Spain Primera Division,63,72,575000,6000,ST,Right,1,3,2,Medium/Medium,Normal,No,1300000.0,,RES,29.0,,2017-07-01,2022.0,,,61.0,66.0,49.0,61.0,39.0,52.0,,,,,,,Finesse Shot,41,70,62,58,51,60,43,35,45,62,60,62,66,58,66,66,67,53,57,61,33,37,68,48,72,55,,37,33,7,8,5,8,7,63+2,63+2,63+2,60+0,62+0,62+0,62+0,60+0,59+2,59+2,59+2,57+2,54+2,54+2,54+2,57+2,48+2,47+2,47+2,47+2,48+2,47+2,45+2,45+2,45+2,47+2
Paulino,23,181,75,Spain,Deportivo Alavés,Spain Primera Division,63,72,575000,4000,"RM, CAM",Left,1,3,3,Medium/Medium,Normal,No,1300000.0,,RES,32.0,,2016-07-23,2021.0,,,66.0,55.0,62.0,67.0,32.0,46.0,,,,,,,Technical Dribbler (AI),59,55,39,64,47,68,63,66,57,65,66,66,76,58,67,60,53,49,40,46,55,35,63,64,64,62,,25,30,10,10,11,9,13,57+2,57+2,57+2,63+0,62+0,62+0,62+0,63+0,63+2,63+2,63+2,62+2,58+2,58+2,58+2,62+2,50+2,48+2,48+2,48+2,50+2,46+2,40+2,40+2,40+2,46+2
Miguel Baeza,20,177,67,Spain,RC Celta,Spain Primera Division,63,72,575000,3000,"CAM, LW, RW",Left,1,3,3,Medium/Medium,Lean,No,1300000.0,,RES,27.0,,2020-08-15,2025.0,,,64.0,53.0,68.0,63.0,35.0,50.0,,,,,,,,66,54,36,72,35,63,68,37,69,65,59,68,61,43,74,51,62,54,48,59,49,26,55,68,43,66,,37,44,7,8,6,14,13,54+2,54+2,54+2,61+0,59+0,59+0,59+0,61+0,63+2,63+2,63+2,62+2,60+2,60+2,60+2,62+2,52+2,50+2,50+2,50+2,52+2,49+2,43+2,43+2,43+2,49+2
A. Dini,24,184,75,Italy,Parma,Italian Serie A,63,71,425000,4000,GK,Right,1,3,1,Medium/Medium,Normal,No,850000.0,,RES,37.0,,2017-08-01,2023.0,,,,,,,,,64.0,64.0,56.0,66.0,28.0,65.0,,14,7,12,15,7,8,13,10,23,14,30,27,36,45,46,42,60,20,61,8,25,11,5,48,18,39,,11,13,64,64,56,65,66,20+2,20+2,20+2,18+0,19+0,19+0,19+0,18+0,21+2,21+2,21+2,19+2,21+2,21+2,21+2,19+2,18+2,21+2,21+2,21+2,18+2,18+2,22+2,22+2,22+2,18+2
C. Özkan,20,182,70,Germany,DSC Arminia Bielefeld,German 1. Bundesliga,63,71,500000,3000,"RB, RM",Right,1,3,2,Medium/Medium,Normal,No,1000000.0,,RES,31.0,,2018-02-23,2021.0,,,71.0,42.0,57.0,61.0,60.0,62.0,,,,,,,,64,32,54,64,41,59,44,39,56,62,74,69,63,56,70,63,64,62,63,41,58,58,52,48,49,49,,64,57,11,8,13,10,11,54+2,54+2,54+2,57+0,56+0,56+0,56+0,57+0,56+2,56+2,56+2,59+2,57+2,57+2,57+2,59+2,62+2,60+2,60+2,60+2,62+2,61+2,60+2,60+2,60+2,61+2
Sergio Gónzalez,23,184,77,Spain,Cádiz CF,Spain Primera Division,63,71,500000,4000,"CB, CDM",Right,1,3,2,Medium/Medium,Lean,No,1200000.0,,RES,23.0,,2014-07-01,2023.0,,,57.0,28.0,43.0,41.0,65.0,60.0,,,,,,,,30,22,65,59,36,36,28,36,39,41,59,55,49,60,54,43,68,53,62,23,60,61,28,34,41,43,,68,70,10,12,14,8,6,42+2,42+2,42+2,40+0,41+0,41+0,41+0,40+0,41+2,41+2,41+2,42+2,45+2,45+2,45+2,42+2,55+2,56+2,56+2,56+2,55+2,58+2,63+2,63+2,63+2,58+2
J. Krasso,22,187,90,France,AS Saint-Étienne,French Ligue 1,63,71,550000,6000,"ST, RW",Left,1,3,2,High/Low,Normal,No,1200000.0,,RES,14.0,,2020-06-08,2023.0,,,66.0,63.0,59.0,63.0,19.0,59.0,,,,,,,,53,64,61,65,63,67,61,44,53,60,68,65,58,60,54,64,70,57,70,60,33,12,62,63,68,54,,14,17,6,15,6,12,11,63+2,63+2,63+2,63+0,63+0,63+0,63+0,63+0,63+2,63+2,63+2,62+2,56+2,56+2,56+2,62+2,43+2,41+2,41+2,41+2,43+2,40+2,35+2,35+2,35+2,40+2
Unai Etxebarría,23,188,78,Spain,Granada CF,Spain Primera Division,63,70,400000,3000,GK,Left,1,3,1,Medium/Medium,Normal,No,920000.0,,RES,29.0,,2019-07-04,2021.0,,,,,,,,,65.0,58.0,61.0,64.0,37.0,60.0,,17,11,18,31,13,18,17,19,26,17,35,39,49,62,55,46,56,32,59,15,18,20,13,20,30,30,,19,19,65,58,61,60,64,27+2,27+2,27+2,24+0,25+0,25+0,25+0,24+0,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,27+2,28+2,28+2,28+2,27+2,27+2,29+2,29+2,29+2,27+2
M. Seck,24,176,72,Senegal,Roma,Italian Serie A,63,70,450000,7000,"LB, LM",Left,1,3,2,High/Medium,Normal,No,855000.0,,RES,60.0,,2020-02-01,2020.0,,,67.0,47.0,57.0,57.0,61.0,57.0,,,,,,,,66,43,55,57,42,57,44,46,58,53,67,67,66,63,63,51,55,54,58,49,59,60,58,52,48,54,,63,65,13,7,11,12,8,54+2,54+2,54+2,57+0,55+0,55+0,55+0,57+0,56+2,56+2,56+2,58+2,56+2,56+2,56+2,58+2,61+2,59+2,59+2,59+2,61+2,61+2,60+2,60+2,60+2,61+2
O. Käuper,23,187,77,Germany,SV Werder Bremen,German 1. Bundesliga,63,70,500000,5000,"CM, CDM",Left,1,3,2,Medium/Medium,Lean,No,950000.0,,RES,46.0,,2018-01-01,2021.0,,,58.0,57.0,61.0,64.0,57.0,66.0,,,,,,,,46,58,58,69,47,62,52,47,65,68,63,54,62,61,61,62,49,65,73,55,56,52,55,65,55,54,,59,44,12,7,7,13,11,61+2,61+2,61+2,60+0,62+0,62+0,62+0,60+0,63+2,63+2,63+2,61+2,63+2,63+2,63+2,61+2,58+2,62+2,62+2,62+2,58+2,57+2,59+2,59+2,59+2,57+2
Endika,23,177,68,Spain,CA Osasuna,Spain Primera Division,63,70,450000,5000,LB,Left,1,2,2,Medium/High,Normal,No,1000000.0,,RES,26.0,,2015-07-01,2022.0,,,66.0,36.0,51.0,56.0,59.0,69.0,,,,,,,,57,35,59,56,34,55,46,41,44,54,68,64,54,63,68,35,56,71,69,37,68,60,42,43,41,44,,61,63,13,9,9,5,8,49+2,49+2,49+2,53+0,50+0,50+0,50+0,53+0,51+2,51+2,51+2,54+2,52+2,52+2,52+2,54+2,61+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,61+2
P. Owusu,23,191,87,Germany,DSC Arminia Bielefeld,German 1. Bundesliga,63,70,525000,5000,ST,Left,1,3,2,Medium/Medium,Normal,No,1100000.0,#Strength,RES,39.0,,2018-07-01,2021.0,,,73.0,61.0,44.0,54.0,36.0,73.0,,,,,,,,36,64,67,50,44,52,30,31,35,56,69,77,50,62,54,71,63,65,86,49,53,32,63,55,61,51,,32,26,12,12,7,7,8,63+2,63+2,63+2,57+0,60+0,60+0,60+0,57+0,56+2,56+2,56+2,56+2,51+2,51+2,51+2,56+2,46+2,45+2,45+2,45+2,46+2,46+2,47+2,47+2,47+2,46+2
T. Becker,23,186,81,Germany,FC Schalke 04,German 1. Bundesliga,63,70,475000,4000,"CB, RB",Right,1,4,2,Medium/High,Normal,No,903000.0,,SUB,31.0,,2019-11-09,2021.0,,,63.0,39.0,50.0,49.0,63.0,68.0,,,,,,,,52,40,59,58,33,45,37,33,52,55,61,65,41,59,57,42,69,63,74,36,59,60,26,38,46,50,,65,64,12,11,6,14,5,48+2,48+2,48+2,48+0,47+0,47+0,47+0,48+0,47+2,47+2,47+2,51+2,51+2,51+2,51+2,51+2,59+2,59+2,59+2,59+2,59+2,61+2,63+2,63+2,63+2,61+2
Y. Maziz,22,175,65,France,FC Metz,French Ligue 1,63,69,500000,3000,"CM, LM",Right,1,3,3,High/Low,Normal,No,1100000.0,,RES,22.0,,2016-01-01,2024.0,,,67.0,54.0,67.0,66.0,30.0,55.0,,,,,,,Technical Dribbler (AI),57,50,40,72,53,63,60,74,71,72,66,68,66,58,74,63,50,65,55,53,45,29,55,65,57,67,,34,31,7,9,14,10,10,58+2,58+2,58+2,62+0,62+0,62+0,62+0,62+0,64+2,64+2,64+2,64+2,63+2,63+2,63+2,64+2,51+2,51+2,51+2,51+2,51+2,48+2,41+2,41+2,41+2,48+2
A. Deiola,24,189,85,Italy,Cagliari,Italian Serie A,63,68,475000,5000,CM,Right,1,3,2,Medium/Medium,Lean,No,891000.0,,RES,45.0,,2012-07-01,2022.0,,,61.0,63.0,60.0,60.0,60.0,68.0,,,,,,,Long Shot Taker (AI),48,58,52,68,68,60,52,42,64,66,62,60,52,60,33,73,58,58,72,68,74,55,66,60,34,56,,65,55,13,10,9,12,8,63+2,63+2,63+2,61+0,63+0,63+0,63+0,61+0,63+2,63+2,63+2,61+2,63+2,63+2,63+2,61+2,59+2,63+2,63+2,63+2,59+2,59+2,62+2,62+2,62+2,59+2
E. Lanini,26,186,75,Italy,Parma,Italian Serie A,63,66,475000,7000,ST,Right,1,3,3,Medium/Medium,Lean,No,891000.0,,RES,29.0,,2020-01-31,2025.0,,,66.0,65.0,49.0,64.0,22.0,59.0,,,,,,,,41,68,56,51,68,64,67,59,31,66,64,68,66,60,55,64,71,68,67,59,27,11,64,58,59,64,,20,14,13,12,7,15,6,63+2,63+2,63+2,61+0,63+0,63+0,63+0,61+0,60+2,60+2,60+2,59+2,52+2,52+2,52+2,59+2,42+2,38+2,38+2,38+2,42+2,39+2,35+2,35+2,35+2,39+2
L. Del Pinto,30,180,78,Italy,Benevento,Italian Serie A,63,63,350000,4000,"CM, CDM",Right,1,3,2,Medium/Medium,Normal,No,630000.0,,SUB,4.0,,2015-07-07,2021.0,,,44.0,48.0,60.0,63.0,58.0,67.0,,,,,,,,52,45,50,69,36,62,34,40,67,63,38,49,62,65,69,56,34,77,66,49,64,61,54,60,41,52,,55,58,5,13,8,14,7,54+2,54+2,54+2,57+0,57+0,57+0,57+0,57+0,59+2,59+2,59+2,59+2,63+0,63+0,63+0,59+2,61+2,64+,64+,64+,61+2,59+2,59+2,59+2,59+2,59+2
P. Nebel,17,169,66,Germany,1. FSV Mainz 05,German 1. Bundesliga,62,83,650000,1000,"RW, LW, CAM",Left,1,4,2,High/Medium,Normal,No,1800000.0,,RES,26.0,,2020-07-01,2024.0,,,71.0,59.0,56.0,70.0,27.0,48.0,,,,,,,,55,62,39,58,50,69,49,46,50,70,69,72,79,47,85,63,55,53,49,50,37,21,52,60,60,57,,32,27,11,9,10,6,9,58+2,58+2,58+2,62+0,61+0,61+0,61+0,62+0,61+2,61+2,61+2,61+2,55+2,55+2,55+2,61+2,47+2,43+2,43+2,43+2,47+2,44+2,37+2,37+2,37+2,44+2
K. Ruiz-Atil,17,173,60,Morocco,Paris Saint-Germain,French Ligue 1,62,82,600000,1000,"CM, CAM, LW",Right,1,3,3,High/Medium,Lean,No,1700000.0,,SUB,36.0,,2019-07-01,2021.0,,,68.0,55.0,63.0,71.0,44.0,40.0,,,,,,,Technical Dribbler (AI),48,56,30,71,52,70,68,59,65,70,69,68,80,57,78,60,50,59,30,48,40,29,60,62,58,64,,55,53,8,8,14,13,9,57+2,57+2,57+2,64+0,63+0,63+0,63+0,64+0,65+2,65+2,65+2,64+2,62+2,62+2,62+2,64+2,55+2,54+2,54+2,54+2,55+2,53+2,45+2,45+2,45+2,53+2
F. Jörgensen,18,189,77,Sweden,Villarreal CF,Spain Primera Division,62,82,525000,500,GK,Right,1,2,1,Medium/Medium,Normal,No,1600000.0,,RES,30.0,,2019-07-01,2021.0,,,,,,,,,63.0,69.0,68.0,64.0,36.0,60.0,GK Long Throw,16,5,11,28,20,8,14,5,26,16,36,36,48,35,34,51,59,30,59,15,20,9,7,36,8,27,,7,9,63,69,68,60,64,21+2,21+2,21+2,20+0,21+0,21+0,21+0,20+0,22+2,22+2,22+2,21+2,22+2,22+2,22+2,21+2,19+2,20+2,20+2,20+2,19+2,18+2,19+2,19+2,19+2,18+2
S. Bajic,18,191,84,France,AS Saint-Étienne,French Ligue 1,62,81,525000,500,GK,Right,1,3,1,Medium/Medium,Normal,No,1400000.0,,SUB,1.0,,2018-07-01,2022.0,,,,,,,,,63.0,63.0,59.0,63.0,24.0,63.0,,9,5,12,24,8,7,12,11,20,18,28,20,35,49,42,44,55,29,41,9,21,10,5,43,11,25,,12,9,63,63,59,63,63,19+2,19+2,19+2,18+0,20+0,20+0,20+0,18+0,22+2,22+2,22+2,20+2,23+2,23+2,23+2,20+2,18+2,20+2,20+2,20+2,18+2,17+2,18+2,18+2,18+2,17+2
Pedro Brazão,17,172,62,Portugal,OGC Nice,French Ligue 1,62,81,600000,1000,"RW, CAM",Left,1,3,3,Medium/Medium,Lean,No,1500000.0,,RES,33.0,,2019-04-20,2022.0,,,75.0,54.0,54.0,73.0,37.0,43.0,,,,,,,"Flair, Technical Dribbler (AI)",46,51,41,56,47,72,64,53,54,72,74,76,86,57,87,64,57,52,38,53,41,26,49,58,58,61,,35,39,9,10,6,11,7,57+2,57+2,57+2,62+0,61+0,61+0,61+0,62+0,62+2,62+2,62+2,61+2,56+2,56+2,56+2,61+2,50+2,47+2,47+2,47+2,50+2,49+2,42+2,42+2,42+2,49+2
R. Piccoli,19,183,78,Italy,Spezia,Italian Serie A,62,80,650000,5000,ST,Right,1,3,2,Medium/Medium,Normal,No,1600000.0,,SUB,18.0,,2018-07-01,2021.0,,,52.0,63.0,47.0,57.0,34.0,61.0,,,,,,,,42,67,68,55,54,55,41,30,37,60,54,51,51,65,55,62,60,57,65,62,58,25,67,50,36,56,,38,34,14,13,13,10,11,62+2,62+2,62+2,57+0,60+0,60+0,60+0,57+0,57+2,57+2,57+2,55+2,53+2,53+2,53+2,55+2,45+2,45+2,45+2,45+2,45+2,44+2,45+2,45+2,45+2,44+2
B. Fadiga,19,175,65,France,Paris Saint-Germain,French Ligue 1,62,80,625000,5000,"CDM, CM",Right,1,3,2,Medium/Medium,Lean,No,1500000.0,,RES,33.0,,2020-07-01,2022.0,,,67.0,41.0,57.0,65.0,58.0,56.0,,,,,,,,48,38,55,66,37,64,42,47,60,67,66,68,64,63,76,52,55,70,46,35,65,58,42,52,50,60,,62,56,12,14,14,15,15,53+2,53+2,53+2,57+0,56+0,56+0,56+0,57+0,58+2,58+2,58+2,59+2,60+2,60+2,60+2,59+2,61+2,61+2,61+2,61+2,61+2,61+2,58+2,58+2,58+2,61+2
L. Kasten,19,187,88,Germany,VfL Wolfsburg,German 1. Bundesliga,62,80,550000,2000,GK,Right,1,3,1,Medium/Medium,Normal,No,1300000.0,,RES,35.0,,2019-07-01,2022.0,,,,,,,,,66.0,62.0,62.0,67.0,41.0,51.0,,15,7,14,29,6,9,14,13,28,25,38,44,39,54,51,47,77,32,69,6,34,16,9,32,18,41,,9,12,66,62,62,51,67,25+2,25+2,25+2,23+0,24+0,24+0,24+0,23+0,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,23+2,26+2,26+2,26+2,23+2,23+2,25+2,25+2,25+2,23+2
