short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
A. Da Cruz,23,184,74,Netherlands,Parma,Italian Serie A,66,74,950000,8000,"LW, ST",Right,1,3,3,High/Medium,Lean,No,1900000.0,NoTag,SUB,97.0,,2018-01-08,2022.0,,,77.0,66.0,57.0,67.0,38.0,59.0,,,,,,,Technical Dribbler (AI),61,66,52,61,55,67,70,41,48,66,78,77,73,62,67,75,50,56,62,65,55,24,62,53,40,64,,35,26,12,15,12,14,13,65+2,65+2,65+2,66+0,65+0,65+0,65+0,66+0,63+2,63+2,63+2,64+2,56+2,56+2,56+2,64+2,52+2,48+2,48+2,48+2,52+2,49+2,45+2,45+2,45+2,49+2
P. Pellegri,19,188,80,Italy,AS Monaco,French Ligue 1,66,74,925000,8000,ST,Right,1,3,3,Medium/Medium,Normal,No,1900000.0,NoTag,SUB,19.0,,2018-01-27,2022.0,,,64.0,65.0,54.0,66.0,20.0,62.0,,,,,,,Injury Prone,50,70,59,61,56,68,42,45,50,68,59,68,61,63,47,65,63,55,71,58,46,18,70,55,59,65,,12,15,7,14,6,8,14,66+2,66+2,66+2,64+0,65+0,65+0,65+0,64+0,63+2,63+2,63+2,62+2,56+2,56+2,56+2,62+2,43+2,42+2,42+2,42+2,43+2,40+2,37+2,37+2,37+2,40+2
Dani Escriche,22,178,75,Spain,SD Huesca,Spain Primera Division,66,74,950000,6000,"ST, CAM",Right,1,3,2,High/Medium,Lean,No,2300000.0,NoTag,SUB,23.0,,2018-07-15,2022.0,,,68.0,66.0,51.0,65.0,35.0,56.0,,,,,,,,35,70,69,63,59,64,49,46,40,68,69,68,61,64,69,64,69,64,57,61,42,23,65,55,64,49,,17,14,12,8,11,13,10,66+2,66+2,66+2,62+0,65+0,65+0,65+0,62+0,63+2,63+2,63+2,61+2,56+2,56+2,56+2,61+2,46+2,45+2,45+2,45+2,46+2,45+2,43+2,43+2,43+2,45+2
Chris Ramos,23,193,80,Spain,Real Valladolid CF,Spain Primera Division,66,74,950000,5000,ST,Right,1,3,3,Medium/Medium,Lean,No,2200000.0,NoTag,RES,35.0,,2018-01-02,2021.0,,,76.0,64.0,48.0,61.0,28.0,61.0,,,,,,,,36,66,69,56,59,62,44,35,41,64,72,80,64,61,33,66,76,53,73,60,35,17,63,54,65,56,,20,21,11,10,9,8,7,66+2,66+2,66+2,61+0,63+0,63+0,63+0,61+0,61+2,61+2,61+2,59+2,53+2,53+2,53+2,59+2,44+2,41+2,41+2,41+2,44+2,42+2,41+2,41+2,41+2,42+2
S. Banza,23,189,77,France,Racing Club de Lens,French Ligue 1,66,73,925000,10000,ST,Right,1,2,2,High/Low,Lean,No,2000000.0,NoTag,SUB,23.0,,2016-03-25,2023.0,,,71.0,67.0,48.0,65.0,29.0,64.0,,,,,,,Injury Prone,34,68,63,55,58,64,46,31,40,66,69,73,69,65,66,67,76,65,70,66,45,14,65,58,67,60,,19,18,8,7,9,5,6,66+2,66+2,66+2,62+0,65+0,65+0,65+0,62+0,62+2,62+2,62+2,60+2,54+2,54+2,54+2,60+2,44+2,43+2,43+2,43+2,44+2,43+2,42+2,42+2,42+2,43+2
S. Schipplock,31,186,84,Germany,DSC Arminia Bielefeld,German 1. Bundesliga,66,66,575000,8000,ST,Right,2,3,3,High/Medium,Normal,No,1000000.0,NoTag,SUB,36.0,,2018-07-03,2021.0,,,68.0,64.0,57.0,62.0,39.0,75.0,,,,,,,Injury Prone,62,61,69,63,70,61,53,47,40,64,66,69,62,67,52,74,76,60,80,59,79,42,65,58,59,62,,30,27,8,7,9,7,6,66+0,66+0,66+0,63+0,64+0,64+0,64+0,63+0,62+2,62+2,62+2,62+2,57+2,57+2,57+2,62+2,53+2,51+2,51+2,51+2,53+2,51+2,52+2,52+2,52+2,51+2
A. Galabinov,31,192,88,Bulgaria,Spezia,Italian Serie A,66,66,575000,12000,ST,Right,1,2,3,Low/Low,Stocky,No,1000000.0,Strength,ST,9.0,,2018-08-17,2021.0,,,36.0,70.0,57.0,58.0,21.0,76.0,,,,,,,,50,71,68,63,64,59,62,74,50,64,35,36,41,66,34,70,63,70,90,69,52,12,74,52,64,65,,15,11,9,5,7,11,14,66+0,66+0,66+0,59+0,62+0,62+0,62+0,59+0,60+2,60+2,60+2,58+2,57+2,57+2,57+2,58+2,41+2,43+2,43+2,43+2,41+2,38+2,39+2,39+2,39+2,38+2
Querol,31,183,79,Spain,Cádiz CF,Spain Primera Division,66,66,575000,8000,"RM, ST, LM",Right,1,3,3,High/High,Lean,No,1300000.0,NoTag,RES,46.0,,2019-01-30,2021.0,,,86.0,62.0,59.0,63.0,53.0,67.0,,,,,,,"Injury Prone, Speed Dribbler (AI)",63,62,57,60,53,61,49,51,58,63,86,86,72,70,59,67,61,62,69,59,71,45,63,59,65,58,,54,42,11,8,16,15,10,65+1,65+1,65+1,66+0,65+0,65+0,65+0,66+0,64+2,64+2,64+2,65+1,60+2,60+2,60+2,65+1,60+2,58+2,58+2,58+2,60+2,59+2,57+2,57+2,57+2,59+2
H. Elliott,17,170,64,England,Liverpool,English Premier League,65,85,1100000,4000,RW,Left,1,4,3,Medium/Medium,Normal,No,3100000.0,NoTag,SUB,67.0,,2019-07-28,2022.0,,,75.0,53.0,59.0,71.0,30.0,37.0,,,,,,,Flair,59,54,40,63,46,72,45,42,54,66,78,72,83,58,80,51,40,50,32,53,32,26,62,63,59,57,,29,21,10,10,6,14,7,57+2,57+2,57+2,65+0,63+0,63+0,63+0,65+0,64+2,64+2,64+2,64+2,58+2,58+2,58+2,64+2,49+2,44+2,44+2,44+2,49+2,45+2,36+2,36+2,36+2,45+2
A. Gordon,19,185,70,England,Everton,English Premier League,65,83,1200000,11000,"LW, LM, CF",Right,1,3,3,High/Medium,Lean,No,3000000.0,NoTag,RES,24.0,,2017-07-01,2025.0,,,73.0,59.0,59.0,68.0,31.0,55.0,,,,,,,,61,62,45,62,44,71,61,59,46,68,73,73,63,59,66,57,55,62,51,57,54,28,61,62,65,62,,28,25,5,6,14,7,8,61+2,61+2,61+2,65+0,64+0,64+0,64+0,65+0,64+2,64+2,64+2,64+2,57+2,57+2,57+2,64+2,51+2,47+2,47+2,47+2,51+2,47+2,41+2,41+2,41+2,47+2
Bryan Gil,19,175,65,Spain,Sevilla FC,Spain Primera Division,65,83,1200000,4000,"LW, LM",Left,1,3,3,High/Medium,Lean,No,3300000.0,NoTag,RES,29.0,,2019-01-06,2022.0,,,68.0,62.0,59.0,71.0,26.0,35.0,,,,,,,Technical Dribbler (AI),63,63,34,62,62,72,58,52,51,70,70,66,76,59,73,64,51,44,30,60,32,21,60,56,47,70,,29,22,13,10,14,6,6,59+2,59+2,59+2,65+0,64+0,64+0,64+0,65+0,64+2,64+2,64+2,63+2,56+2,56+2,56+2,63+2,47+2,42+2,42+2,42+2,47+2,43+2,34+2,34+2,34+2,43+2
Fer Niño,19,190,78,Spain,Villarreal CF,Spain Primera Division,65,80,1200000,5000,ST,Right,1,3,2,Medium/Medium,Lean,No,3300000.0,NoTag,RES,34.0,,2019-07-01,2023.0,,,64.0,62.0,55.0,61.0,28.0,63.0,,,,,,,,43,66,74,70,60,60,49,37,50,62,65,64,62,58,60,62,70,60,70,54,49,23,66,50,65,55,,29,25,11,10,8,8,14,65+2,65+2,65+2,60+0,62+0,62+0,62+0,60+0,61+2,61+2,61+2,60+2,56+2,56+2,56+2,60+2,46+2,45+2,45+2,45+2,46+2,44+2,43+2,43+2,43+2,44+2
A. Kalimuendo,18,178,79,France,Paris Saint-Germain,French Ligue 1,65,80,1100000,7000,ST,Right,1,3,3,High/Medium,Normal,No,2700000.0,NoTag,SUB,29.0,,2019-07-08,2022.0,,,81.0,66.0,49.0,64.0,25.0,56.0,,,,,,,,38,68,60,58,54,64,57,39,40,61,81,81,74,58,69,69,58,52,65,64,39,18,65,52,60,59,,21,17,9,12,9,14,8,65+2,65+2,65+2,63+0,64+0,64+0,64+0,63+0,61+2,61+2,61+2,60+2,52+2,52+2,52+2,60+2,43+2,40+2,40+2,40+2,43+2,41+2,38+2,38+2,38+2,41+2
G. Scamacca,21,195,85,Italy,Sassuolo,Italian Serie A,65,78,1100000,6000,ST,Right,1,3,3,Medium/Medium,Normal,No,2600000.0,NoTag,RES,99.0,,2017-01-31,2023.0,,,64.0,66.0,49.0,64.0,34.0,64.0,,,,,,,Power Header,22,68,70,60,57,65,51,70,40,69,60,68,60,56,37,71,72,54,75,64,47,24,57,59,55,59,,17,18,12,10,11,7,12,65+2,65+2,65+2,59+0,63+0,63+0,63+0,59+0,62+2,62+2,62+2,57+2,54+2,54+2,54+2,57+2,43+2,45+2,45+2,45+2,43+2,42+2,45+2,45+2,45+2,42+2
J. Burkardt,19,181,76,Germany,1. FSV Mainz 05,German 1. Bundesliga,65,78,1000000,4000,"ST, RW",Right,1,3,3,Medium/Medium,Normal,No,2400000.0,NoTag,SUB,29.0,,2018-07-01,2022.0,,,73.0,61.0,53.0,72.0,26.0,59.0,,,,,,,,48,66,57,62,53,75,48,32,46,67,73,73,74,63,69,62,75,54,64,52,47,22,64,53,50,55,,24,21,14,9,9,6,14,65+2,65+2,65+2,65+0,65+0,65+0,65+0,65+0,64+2,64+2,64+2,63+2,56+2,56+2,56+2,63+2,46+2,44+2,44+2,44+2,46+2,44+2,40+2,40+2,40+2,44+2
P. Mićin,21,189,71,Serbia,Udinese,Italian Serie A,65,78,1000000,4000,"RW, ST, LW",Right,1,3,3,High/Low,Lean,No,2400000.0,NoTag,RES,29.0,,2018-07-01,2021.0,,,63.0,65.0,61.0,69.0,34.0,53.0,,,,,,,"Flair, Technical Dribbler (AI)",61,67,55,62,58,71,60,57,55,72,63,63,61,59,53,60,54,47,60,69,41,31,59,65,60,60,,31,29,13,9,11,5,9,63+2,63+2,63+2,65+0,65+0,65+0,65+0,65+0,65+2,65+2,65+2,64+2,59+2,59+2,59+2,64+2,50+2,48+2,48+2,48+2,50+2,47+2,43+2,43+2,43+2,47+2
D. Ndoye,19,183,78,Switzerland,OGC Nice,French Ligue 1,65,78,1000000,5000,"RW, LW, ST",Right,1,3,2,High/Medium,Normal,No,2500000.0,NoTag,RES,14.0,,2020-01-27,2024.0,,,77.0,63.0,59.0,65.0,29.0,57.0,,,,,,,,63,63,52,61,56,66,58,57,49,62,76,78,71,61,72,70,48,55,59,59,56,23,64,62,60,60,,26,31,10,14,10,15,12,63+2,63+2,63+2,65+0,64+0,64+0,64+0,65+0,63+2,63+2,63+2,64+2,56+2,56+2,56+2,64+2,49+2,45+2,45+2,45+2,49+2,47+2,41+2,41+2,41+2,47+2
A. Poulsen,20,188,80,Denmark,Borussia Mönchengladbach,German 1. Bundesliga,65,76,850000,6000,"LB, LWB, LM",Left,1,3,3,High/Medium,Lean,No,1600000.0,NoTag,RES,40.0,,2018-07-01,2023.0,,,68.0,44.0,57.0,65.0,62.0,71.0,,,,,,,Giant Throw-in,65,43,54,62,33,64,54,30,55,67,70,67,66,61,55,48,55,69,76,43,63,62,61,50,35,64,,64,59,11,9,8,6,11,57+2,57+2,57+2,61+0,59+0,59+0,59+0,61+0,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,64+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,63+2,63+2
A. Kargbo,20,172,68,Sierra Leone,Crotone,Italian Serie A,65,75,875000,3000,ST,Right,1,3,2,High/Medium,Lean,No,1800000.0,NoTag,SUB,24.0,,2018-07-12,2022.0,,,80.0,65.0,46.0,63.0,21.0,51.0,,,,,,,,31,65,67,60,51,64,34,32,31,55,77,82,69,63,85,69,60,57,50,65,45,10,68,52,57,46,,16,14,10,8,8,8,14,65+2,65+2,65+2,61+0,64+0,64+0,64+0,61+0,61+2,61+2,61+2,59+2,51+2,51+2,51+2,59+2,41+2,37+2,37+2,37+2,41+2,39+2,35+2,35+2,35+2,39+2
Zarraga,21,175,75,Spain,Athletic Club de Bilbao,Spain Primera Division,65,75,875000,4000,"CM, CAM, RW",Right,1,3,3,High/Medium,Normal,No,2000000.0,NoTag,RES,28.0,,2019-07-01,2021.0,,,78.0,60.0,64.0,70.0,52.0,67.0,,,,,,,"Long Passer (AI), Speed Dribbler (AI), Outside Foot Shot",60,61,59,67,48,68,65,52,63,69,79,77,79,63,76,58,73,75,71,62,45,52,64,64,49,48,,57,45,12,8,6,11,15,64+2,64+2,64+2,67+0,66+0,66+0,66+0,67+0,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,62+2,60+2,60+2,60+2,62+2,60+2,57+2,57+2,57+2,60+2
Kuki Zalazar,22,176,73,Spain,Real Valladolid CF,Spain Primera Division,65,74,825000,4000,"CAM, RM, ST",Left,1,3,3,High/Medium,Normal,No,1900000.0,NoTag,RES,27.0,,2018-08-29,2022.0,,,57.0,62.0,66.0,70.0,27.0,36.0,,,,,,,,68,59,54,69,47,71,76,73,56,70,60,55,75,56,73,71,61,31,39,66,30,27,60,63,59,55,,21,14,13,11,14,15,13,61+2,61+2,61+2,65+0,64+0,64+0,64+0,65+0,65+2,65+2,65+2,63+2,58+2,58+2,58+2,63+2,45+2,43+2,43+2,43+2,45+2,42+2,36+2,36+2,36+2,42+2
A. Scheidler,22,192,89,France,Dijon FCO,French Ligue 1,65,74,850000,4000,ST,Right,1,2,2,Medium/Low,Normal,No,1900000.0,NoTag,SUB,27.0,,2020-01-31,2024.0,,,54.0,68.0,50.0,58.0,30.0,70.0,,,,,,,,39,71,67,59,57,61,59,55,37,64,54,54,35,56,40,67,64,63,76,66,63,24,66,52,65,59,,32,22,13,6,13,8,14,65+2,65+2,65+2,58+0,62+0,62+0,62+0,58+0,59+2,59+2,59+2,57+2,54+2,54+2,54+2,57+2,44+2,45+2,45+2,45+2,44+2,42+2,44+2,44+2,44+2,42+2
Xande Silva,23,177,68,Portugal,West Ham United,English Premier League,65,73,800000,9000,"ST, RM, LM",Right,1,3,3,High/Medium,Normal,Yes,1700000.0,NoTag,RES,32.0,,2018-08-02,2021.0,,,75.0,62.0,58.0,71.0,27.0,59.0,,,,,,,Technical Dribbler (AI),58,62,54,62,57,73,64,33,49,70,76,74,72,64,71,67,65,57,61,57,56,24,65,64,55,68,,23,22,8,16,15,15,11,65+2,65+2,65+2,67+0,67+0,67+0,67+0,67+0,66+2,66+2,66+2,66+2,58+2,58+2,58+2,66+2,49+2,46+2,46+2,46+2,49+2,46+2,41+2,41+2,41+2,46+2
C. Depres,25,188,80,France,Nîmes Olympique,French Ligue 1,65,70,725000,6000,ST,Right,1,3,3,Medium/Medium,Lean,No,1500000.0,NoTag,RES,9.0,,2017-07-03,2022.0,,,46.0,67.0,51.0,61.0,30.0,59.0,,,,,,,,42,69,71,65,61,63,45,51,43,66,50,43,37,62,51,71,68,45,74,62,38,14,66,45,68,61,,26,22,7,12,10,12,11,65+2,65+2,65+2,59+0,62+0,62+0,62+0,59+0,59+2,59+2,59+2,57+2,54+2,54+2,54+2,57+2,42+2,43+2,43+2,43+2,42+2,40+2,42+2,42+2,42+2,40+2
Raúl García,19,191,69,Spain,Real Betis,Spain Primera Division,64,80,975000,3000,ST,Right,1,3,4,High/Low,Lean,No,2700000.0,NoTag,RES,33.0,,2018-07-01,2021.0,,,68.0,63.0,46.0,63.0,23.0,59.0,,,,,,,"Finesse Shot, Flair",32,66,64,55,54,66,40,39,41,64,69,68,55,51,52,67,58,46,67,56,54,15,67,50,50,54,,17,28,12,15,13,6,6,64+2,64+2,64+2,59+0,62+0,62+0,62+0,59+0,59+2,59+2,59+2,57+2,51+2,51+2,51+2,57+2,40+2,39+2,39+2,39+2,40+2,39+2,38+2,38+2,38+2,39+2
E. Touré,18,185,72,Mali,Stade de Reims,French Ligue 1,64,80,950000,3000,ST,Right,1,3,2,High/Low,Normal,No,2500000.0,NoTag,SUB,27.0,,2020-01-03,2024.0,,,69.0,65.0,48.0,62.0,22.0,58.0,,,,,,,,43,70,65,55,52,61,49,42,39,62,66,72,68,60,65,63,64,55,67,59,39,17,61,50,71,56,,14,19,8,15,12,8,12,64+2,64+2,64+2,60+0,62+0,62+0,62+0,60+0,59+2,59+2,59+2,58+2,51+2,51+2,51+2,58+2,42+2,39+2,39+2,39+2,42+2,40+2,37+2,37+2,37+2,40+2
C. Sabaly,21,168,56,Senegal,FC Metz,French Ligue 1,64,79,1000000,4000,"LW, LM, CAM",Right,1,3,3,High/Low,Lean,No,2600000.0,NoTag,RES,15.0,,2018-07-01,2022.0,,,79.0,53.0,57.0,70.0,18.0,39.0,,,,,,,,60,57,45,64,53,71,52,40,55,67,79,79,78,54,86,58,55,60,31,37,31,18,64,51,58,52,,11,19,15,14,14,11,15,59+2,59+2,59+2,64+0,62+0,62+0,62+0,64+0,62+2,62+2,62+2,64+2,55+2,55+2,55+2,64+2,46+2,40+2,40+2,40+2,46+2,42+2,30+2,30+2,30+2,42+2
Jordi Escobar,18,186,74,Spain,Valencia CF,Spain Primera Division,64,79,950000,3000,"ST, LM",Right,1,3,3,Medium/Medium,Lean,No,2600000.0,NoTag,RES,36.0,,2018-07-01,2022.0,,,56.0,66.0,48.0,61.0,18.0,55.0,,,,,,,,51,70,65,54,63,62,44,36,40,65,53,58,51,62,49,66,64,53,62,57,38,13,66,46,59,65,,10,16,8,12,15,11,6,64+2,64+2,64+2,60+0,61+0,61+0,61+0,60+0,58+2,58+2,58+2,58+2,51+2,51+2,51+2,58+2,40+2,37+2,37+2,37+2,40+2,37+2,34+2,34+2,34+2,37+2
R. Sottil,21,180,75,Italy,Cagliari,Italian Serie A,64,79,1000000,6000,"LW, RW",Right,1,3,4,Medium/Medium,Normal,No,,NoTag,SUB,33.0,Fiorentina,,2021.0,,,78.0,60.0,55.0,68.0,33.0,44.0,,,,,,,Technical Dribbler (AI),57,60,42,60,52,68,52,45,42,68,77,78,72,58,75,66,45,40,48,51,38,25,62,59,69,55,,35,39,12,13,6,5,14,61+2,61+2,61+2,64+0,64+0,64+0,64+0,64+0,63+2,63+2,63+2,62+2,55+2,55+2,55+2,62+2,50+2,44+2,44+2,44+2,50+2,48+2,41+2,41+2,41+2,48+2
D. Churlinov,19,180,75,North Macedonia,VfB Stuttgart,German 1. Bundesliga,64,79,975000,3000,"LM, LW",Right,1,3,4,Medium/Medium,Lean,No,2400000.0,NoTag,SUB,19.0,,2020-01-08,2024.0,,,73.0,60.0,57.0,70.0,31.0,49.0,,,,,,,,58,66,52,54,55,71,59,60,54,68,72,74,75,53,77,64,34,59,47,42,45,20,63,61,64,58,,35,27,13,7,7,14,11,62+2,62+2,62+2,64+0,63+0,63+0,63+0,64+0,62+2,62+2,62+2,63+2,56+2,56+2,56+2,63+2,48+2,44+2,44+2,44+2,48+2,46+2,39+2,39+2,39+2,46+2
G. Raspadori,20,172,69,Italy,Sassuolo,Italian Serie A,64,79,1000000,6000,ST,Right,1,3,2,High/Low,Normal,No,2300000.0,NoTag,RES,18.0,,2019-05-26,2022.0,,,59.0,68.0,50.0,64.0,26.0,45.0,,,,,,,,43,71,68,58,52,66,46,43,36,64,59,59,52,60,79,65,60,48,45,67,35,18,64,54,73,49,,23,21,13,14,7,7,9,64+2,64+2,64+2,61+0,63+0,63+0,63+0,61+0,60+2,60+2,60+2,58+2,53+2,53+2,53+2,58+2,42+2,39+2,39+2,39+2,42+2,40+2,36+2,36+2,36+2,40+2
Pablo Gozálbez,19,170,65,Spain,Valencia CF,Spain Primera Division,64,79,975000,4000,"CAM, CF",Right,1,3,4,High/Medium,Normal,No,2700000.0,NoTag,RES,33.0,,2019-07-01,2021.0,,,65.0,63.0,62.0,65.0,49.0,53.0,,,,,,,,50,70,61,65,48,67,63,61,64,62,66,65,67,48,79,58,61,53,52,59,54,52,62,69,52,52,,43,44,11,10,12,10,5,62+2,62+2,62+2,63+0,63+0,63+0,63+0,63+0,64+2,64+2,64+2,62+2,61+2,61+2,61+2,62+2,54+2,55+2,55+2,55+2,54+2,53+2,52+2,52+2,52+2,53+2
Alex Baena,18,174,69,Spain,Villarreal CF,Spain Primera Division,64,79,925000,3000,"RW, LW, RM",Right,1,4,3,High/Low,Normal,No,2500000.0,NoTag,RES,32.0,,2019-07-01,2021.0,,,63.0,65.0,60.0,68.0,39.0,47.0,,,,,,,Technical Dribbler (AI),61,64,41,60,61,71,63,58,62,70,62,63,58,47,69,68,43,55,48,66,34,37,65,58,55,54,,39,38,6,11,8,12,11,61+2,61+2,61+2,64+0,63+0,63+0,63+0,64+0,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,49+2,49+2,49+2,52+2,49+2,43+2,43+2,43+2,49+2
B. Adekanye,21,175,70,Netherlands,Lazio,Italian Serie A,64,78,1000000,9000,"RW, LW",Left,1,3,3,Medium/Medium,Normal,No,2300000.0,NoTag,RES,34.0,,2019-07-03,2022.0,,,71.0,59.0,55.0,68.0,30.0,50.0,,,,,,,,62,64,49,60,55,69,53,44,46,68,73,69,68,59,74,63,52,49,53,48,45,21,60,51,52,58,,35,30,8,9,5,11,9,61+2,61+2,61+2,64+0,63+0,63+0,63+0,64+0,61+2,61+2,61+2,62+2,54+2,54+2,54+2,62+2,49+2,44+2,44+2,44+2,49+2,46+2,40+2,40+2,40+2,46+2
André Anderson,20,180,75,Italy,Lazio,Italian Serie A,64,78,1000000,9000,"CF, CAM",Right,1,3,3,High/Medium,Lean,No,2300000.0,NoTag,RES,28.0,,2018-07-01,2023.0,,,70.0,59.0,60.0,68.0,25.0,49.0,,,,,,,,50,60,50,67,57,70,54,40,58,66,70,70,71,55,65,65,51,63,47,50,35,15,65,66,60,55,,20,15,8,9,9,11,12,61+2,61+2,61+2,64+0,64+0,64+0,64+0,64+0,65+2,65+2,65+2,64+2,59+2,59+2,59+2,64+2,46+2,44+2,44+2,44+2,46+2,42+2,35+2,35+2,35+2,42+2
T. Maciejewski,19,184,67,Germany,1. FC Union Berlin,German 1. Bundesliga,64,78,975000,4000,"RW, CAM, LM",Right,1,3,2,High/Low,Normal,No,2400000.0,NoTag,RES,16.0,,2020-04-23,2024.0,,,78.0,63.0,54.0,67.0,27.0,58.0,,,,,,,,53,70,40,62,53,68,46,41,45,62,77,79,73,75,69,71,39,67,63,46,38,22,46,52,63,51,,24,28,14,14,14,11,7,62+2,62+2,62+2,64+0,63+0,63+0,63+0,64+0,61+2,61+2,61+2,63+2,55+2,55+2,55+2,63+2,50+2,45+2,45+2,45+2,50+2,47+2,39+2,39+2,39+2,47+2
Nico Williams,17,181,67,Spain,Athletic Club de Bilbao,Spain Primera Division,64,78,900000,1000,"LW, RW, ST",Left,1,4,4,Medium/Medium,Normal,No,2500000.0,NoTag,RES,37.0,,2020-07-01,2021.0,,,76.0,64.0,56.0,67.0,21.0,52.0,,,,,,,,64,66,70,59,51,68,59,57,45,66,77,76,69,51,65,65,65,53,60,62,29,12,62,49,62,68,,16,17,9,13,12,12,14,65+2,65+2,65+2,64+0,63+0,63+0,63+0,64+0,61+2,61+2,61+2,62+2,52+2,52+2,52+2,62+2,44+2,38+2,38+2,38+2,44+2,42+2,35+2,35+2,35+2,42+2
Borja Garcés,20,175,71,Spain,Atlético Madrid,Spain Primera Division,64,77,875000,8000,ST,Right,1,3,3,Medium/Medium,Normal,No,2300000.0,NoTag,RES,31.0,,2018-07-01,2022.0,,,63.0,67.0,46.0,63.0,31.0,50.0,,,,,,,,37,67,64,55,63,62,46,38,38,63,64,63,66,64,69,72,61,46,50,65,52,26,64,49,63,58,,27,24,14,10,5,10,14,64+2,64+2,64+2,60+0,62+0,62+0,62+0,60+0,59+2,59+2,59+2,57+2,52+2,52+2,52+2,57+2,43+2,42+2,42+2,42+2,43+2,42+2,41+2,41+2,41+2,42+2
K. Denkey,19,181,81,Togo,Nîmes Olympique,French Ligue 1,64,75,750000,3000,ST,Right,1,2,2,Medium/Medium,Stocky,No,1700000.0,NoTag,SUB,27.0,,2017-01-13,2021.0,,,67.0,66.0,43.0,61.0,23.0,62.0,,,,,,,,30,67,56,54,59,61,45,38,31,63,64,69,59,59,62,70,63,60,74,58,35,18,68,46,68,48,,12,12,5,14,13,7,7,64+2,64+2,64+2,59+0,62+0,62+0,62+0,59+0,58+2,58+2,58+2,56+2,50+2,50+2,50+2,56+2,41+2,39+2,39+2,39+2,41+2,38+2,37+2,37+2,37+2,38+2
N. Holland,22,178,70,England,West Ham United,English Premier League,64,75,775000,8000,"LW, LM",Right,1,4,3,High/Medium,Lean,Yes,1600000.0,NoTag,RES,37.0,,2017-01-22,2022.0,,,82.0,55.0,56.0,67.0,26.0,45.0,,,,,,,"Injury Prone, Speed Dribbler (AI)",55,55,30,57,47,66,51,55,51,64,85,79,76,59,78,56,55,54,41,56,43,26,62,59,41,62,,21,19,6,13,7,10,8,57+2,57+2,57+2,64+0,62+0,62+0,62+0,64+0,62+2,62+2,62+2,62+2,55+2,55+2,55+2,62+2,47+2,43+2,43+2,43+2,47+2,44+2,35+2,35+2,35+2,44+2
N. Pierini,21,176,70,Italy,Sassuolo,Italian Serie A,64,75,775000,6000,"LW, CAM, ST",Right,1,3,3,High/Low,Normal,No,1500000.0,NoTag,RES,98.0,,2017-07-01,2022.0,,,74.0,58.0,60.0,66.0,34.0,47.0,,,,,,,,63,59,54,62,55,66,63,64,53,65,73,74,70,61,66,54,57,41,48,61,51,33,60,57,62,60,,39,38,11,5,7,8,10,60+2,60+2,60+2,64+0,62+0,62+0,62+0,64+0,62+2,62+2,62+2,62+2,57+2,57+2,57+2,62+2,51+2,47+2,47+2,47+2,51+2,49+2,44+2,44+2,44+2,49+2
Raul Asencio,22,187,78,Spain,Genoa,Italian Serie A,64,74,725000,4000,ST,Right,1,3,2,High/Medium,Lean,No,1500000.0,NoTag,RES,28.0,,2020-01-20,2023.0,,,70.0,61.0,51.0,61.0,24.0,61.0,,,,,,,,39,66,68,63,47,60,44,36,43,63,70,70,69,59,52,60,69,60,68,55,42,25,63,52,61,65,,18,15,9,9,7,9,11,64+2,64+2,64+2,60+0,62+0,62+0,62+0,60+0,60+2,60+2,60+2,59+2,54+2,54+2,54+2,59+2,44+2,42+2,42+2,42+2,44+2,42+2,39+2,39+2,39+2,42+2
M. Léris,22,186,74,France,Sampdoria,Italian Serie A,64,74,725000,4000,"CM, ST",Right,1,3,2,Medium/Medium,Normal,No,1500000.0,NoTag,SUB,26.0,,2019-08-12,2024.0,,,59.0,63.0,62.0,63.0,61.0,66.0,,,,,,,,51,63,64,69,61,65,62,38,66,64,61,57,60,57,55,64,63,67,70,65,55,62,63,63,62,64,,60,62,9,6,13,10,8,63+2,63+2,63+2,62+0,63+0,63+0,63+0,62+0,64+2,64+2,64+2,62+2,64+2,64+2,64+2,62+2,61+2,63+2,63+2,63+2,61+2,61+2,62+2,62+2,62+2,61+2
