short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
M. Flekken,27,194,90,Netherlands,SC Freiburg,German 1. Bundesliga,75,77,5500000,17000,GK,Right,1,4,1,Medium/Medium,Normal,Yes,10300000.0,NoTag,SUB,26.0,,2018-07-01,2022.0,,,,,,,,,76.0,69.0,75.0,77.0,32.0,73.0,NoTag,14,16,11,27,14,12,19,12,28,34,28,36,34,73,38,56,54,28,72,11,32,12,14,35,23,24,,13,20,76,69,75,73,77,30+2,30+2,30+2,26+0,29+0,29+0,29+0,26+0,28+2,28+2,28+2,27+2,29+2,29+2,29+2,27+2,25+2,28+2,28+2,28+2,25+2,25+2,27+2,27+2,27+2,25+2
S. Proto,37,184,74,Belgium,Lazio,Italian Serie A,75,75,675000,22000,GK,Right,2,2,1,Medium/Medium,Lean,No,1100000.0,NoTag,RES,24.0,,2018-07-04,2021.0,,,,,,,,,74.0,71.0,73.0,75.0,47.0,76.0,CautiousWithCrosses,17,14,14,33,17,11,11,17,37,32,48,46,58,70,61,55,75,27,61,15,28,23,18,58,25,58,,11,17,74,71,73,76,75,31+2,31+2,31+2,31+0,32+0,32+0,32+0,31+0,34+2,34+2,34+2,32+2,34+2,34+2,34+2,32+2,28+2,31+2,31+2,31+2,28+2,28+2,28+2,28+2,28+2,28+2
W. Caballero,38,186,83,Argentina,Chelsea,English Premier League,75,75,675000,32000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,1300000.0,NoTag,SUB,13.0,,2017-07-01,2021.0,,,,,,,,,74.0,72.0,71.0,74.0,45.0,76.0,ComesForCrosses,12,11,22,33,13,12,23,11,48,30,43,46,39,71,55,53,70,37,69,14,30,19,7,47,16,57,,11,12,74,72,71,76,74,30+2,30+2,30+2,27+0,30+0,30+0,30+0,27+0,31+2,31+2,31+2,30+2,34+2,34+2,34+2,30+2,27+2,32+2,32+2,32+2,27+2,27+2,28+2,28+2,28+2,27+2
J. Hart,33,196,91,England,Tottenham Hotspur,English Premier League,75,75,3600000,50000,GK,Right,3,3,1,Medium/Medium,Normal,No,6800000.0,NoTag,SUB,12.0,,2020-08-18,2022.0,,,,,,,,,72.0,75.0,65.0,77.0,58.0,74.0,CautiousWithCrosses,14,14,10,34,19,23,17,13,35,20,56,60,50,69,32,49,69,28,61,19,36,25,14,42,30,58,,14,13,72,75,65,74,77,30+3,30+3,30+3,31+0,31+0,31+0,31+0,31+0,32+3,32+3,32+3,32+3,31+3,31+3,31+3,32+3,28+3,30+3,30+3,30+3,28+3,28+3,28+3,28+3,28+3,28+3
D. Randolph,33,188,78,Republic of Ireland,West Ham United,English Premier League,75,75,3600000,26000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,6800000.0,NoTag,SUB,35.0,,2020-01-15,2023.0,GK,23.0,,,,,,,77.0,72.0,67.0,76.0,43.0,73.0,"SolidPlayer,ComesForCrosses",11,14,16,33,16,14,15,14,34,33,41,44,50,74,43,50,61,34,57,14,29,18,11,35,30,36,,14,14,77,72,67,73,76,30+2,30+2,30+2,28+0,30+0,30+0,30+0,28+0,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,27+2,30+2,30+2,30+2,27+2,27+2,27+2,27+2,27+2,27+2
W. Hennessey,33,198,90,Wales,Crystal Palace,English Premier League,75,75,3600000,34000,GK,Right,2,3,1,Medium/Medium,Lean,Yes,6800000.0,NoTag,SUB,13.0,,2014-01-31,2021.0,GK,1.0,,,,,,,76.0,74.0,79.0,71.0,41.0,75.0,"RushesOutOfGoal,ComesForCrosses",11,12,14,29,10,8,12,11,41,23,40,41,48,68,51,59,41,29,68,10,21,22,14,58,17,55,,18,13,76,74,79,75,71,29+2,29+2,29+2,26+0,29+0,29+0,29+0,26+0,31+2,31+2,31+2,28+2,32+2,32+2,32+2,28+2,25+2,30+2,30+2,30+2,25+2,25+2,27+2,27+2,27+2,25+2
Roberto,34,192,96,Spain,Real Valladolid CF,Spain Primera Division,75,75,2900000,14000,GK,Right,2,2,1,Medium/Medium,Normal,Yes,6100000.0,NoTag,SUB,13.0,,2020-08-28,2023.0,,,,,,,,,78.0,67.0,73.0,79.0,47.0,73.0,CautiousWithCrosses,15,14,19,38,13,12,14,14,37,28,45,48,65,71,40,55,74,32,79,11,31,23,17,47,19,57,,15,18,78,67,73,73,79,32+2,32+2,32+2,30+0,31+0,31+0,31+0,30+0,33+2,33+2,33+2,31+2,33+2,33+2,33+2,31+2,29+2,33+2,33+2,33+2,29+2,29+2,32+2,32+2,32+2,29+2
Yoel,31,185,78,Spain,SD Eibar,Spain Primera Division,75,75,4300000,19000,GK,Right,2,5,1,Medium/Medium,Normal,Yes,9000000.0,NoTag,SUB,13.0,,2017-07-01,2021.0,,,,,,,,,75.0,73.0,74.0,75.0,39.0,72.0,CautiousWithCrosses,24,14,10,31,19,13,25,15,35,14,35,43,40,73,47,56,65,34,70,11,35,19,13,45,25,57,,15,11,75,73,74,72,75,28+2,28+2,28+2,26+0,27+0,27+0,27+0,26+0,28+2,28+2,28+2,28+2,30+2,30+2,30+2,28+2,27+2,29+2,29+2,29+2,27+2,26+2,28+2,28+2,28+2,26+2
B. Reynet,29,185,90,France,Nîmes Olympique,French Ligue 1,75,75,4700000,18000,GK,Right,2,3,1,Medium/Medium,Normal,No,9400000.0,NoTag,GK,30.0,,2020-07-01,2022.0,,,,,,,,,74.0,72.0,74.0,77.0,45.0,75.0,ComesForCrosses,15,17,14,33,19,11,10,14,32,21,45,45,43,74,24,56,62,34,68,15,36,16,12,35,19,62,,12,10,74,72,74,75,77,30+2,30+2,30+2,27+0,29+0,29+0,29+0,27+0,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,26+2,28+2,28+2,28+2,26+2,25+2,27+2,27+2,27+2,25+2
L. Kalinić,30,201,99,Croatia,Aston Villa,English Premier League,75,75,4500000,36000,GK,Left,1,2,1,Medium/Medium,Lean,No,8600000.0,NoTag,RES,28.0,,2019-01-01,2023.0,,,,,,,,,78.0,74.0,48.0,76.0,35.0,76.0,"RushesOutOfGoal,ComesForCrosses",15,12,15,18,15,11,18,13,16,15,30,39,26,71,22,36,58,31,73,19,39,23,7,42,22,58,,17,17,78,74,48,76,76,25+2,25+2,25+2,22+0,24+0,24+0,24+0,22+0,24+2,24+2,24+2,23+2,24+2,24+2,24+2,23+2,24+2,26+2,26+2,26+2,24+2,25+2,29+2,29+2,29+2,25+2
M. Rodák,23,196,86,Slovakia,Fulham,English Premier League,74,81,6000000,44000,GK,Right,1,3,1,Medium/Medium,Normal,No,12600000.0,NoTag,GK,12.0,,2014-07-31,2024.0,,,,,,,,,76.0,71.0,72.0,75.0,46.0,70.0,NoTag,15,20,15,28,19,15,13,17,17,21,51,41,43,73,46,54,56,27,68,15,21,21,17,28,23,51,,17,16,76,71,72,70,75,31+2,31+2,31+2,27+0,29+0,29+0,29+0,27+0,28+2,28+2,28+2,27+2,26+2,26+2,26+2,27+2,26+2,26+2,26+2,26+2,26+2,26+2,27+2,27+2,27+2,26+2
A. Gunn,24,196,77,England,Southampton,English Premier League,74,78,5500000,26000,GK,Right,1,3,1,Medium/Medium,Lean,Yes,10900000.0,NoTag,SUB,28.0,,2018-07-10,2023.0,,,,,,,,,76.0,72.0,70.0,78.0,49.0,72.0,NoTag,14,15,14,32,19,20,20,15,41,27,48,49,40,67,42,53,64,31,66,17,28,22,14,51,25,49,,16,14,76,72,70,72,78,31+2,31+2,31+2,30+0,32+0,32+0,32+0,30+0,33+2,33+2,33+2,32+2,34+2,34+2,34+2,32+2,28+2,31+2,31+2,31+2,28+2,28+2,29+2,29+2,29+2,28+2
J. Ledesma,27,186,83,Argentina,Cádiz CF,Spain Primera Division,74,77,4900000,19000,GK,Right,1,2,1,Medium/Medium,Stocky,No,,NoTag,SUB,34.0,Rosario Central,,2021.0,,,,,,,,,75.0,71.0,64.0,75.0,45.0,73.0,NoTag,15,13,15,31,14,15,16,13,22,11,49,42,40,72,50,48,67,40,60,20,23,20,13,36,22,41,,13,12,75,71,64,73,75,28+2,28+2,28+2,26+0,27+0,27+0,27+0,26+0,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,26+2,26+2,26+2,26+2,26+2,26+2,25+2,25+2,25+2,26+2
D. Ward,27,191,88,Wales,Leicester City,English Premier League,74,75,4600000,43000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,9100000.0,NoTag,SUB,12.0,,2018-07-21,2022.0,SUB,12.0,,,,,,,75.0,72.0,66.0,75.0,45.0,73.0,NoTag,13,11,13,30,13,19,15,14,42,23,46,44,38,70,53,50,67,22,60,16,32,20,7,38,20,56,,20,18,75,72,66,73,75,28+2,28+2,28+2,27+0,28+0,28+0,28+0,27+0,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,26+2,29+2,29+2,29+2,26+2,26+2,27+2,27+2,27+2,26+2
Rubén,36,188,79,Spain,CA Osasuna,Spain Primera Division,74,74,950000,13000,GK,Right,1,2,1,Medium/Medium,Normal,No,2000000.0,NoTag,SUB,13.0,,2018-07-05,2021.0,,,,,,,,,73.0,72.0,73.0,75.0,45.0,74.0,ComesForCrosses,12,14,12,31,11,15,11,28,32,20,44,46,57,67,55,55,75,41,60,20,33,18,14,49,25,58,,13,12,73,72,73,74,75,29+2,29+2,29+2,28+0,29+0,29+0,29+0,28+0,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,26+2,29+2,29+2,29+2,26+2,26+2,26+2,26+2,26+2,26+2
Sergio,33,180,75,Spain,RC Celta,Spain Primera Division,74,74,3000000,15000,GK,Right,2,2,1,Medium/Medium,Normal,Yes,6300000.0,NoTag,GK,25.0,,2009-08-01,2021.0,,,,,,,,,75.0,62.0,75.0,81.0,43.0,73.0,"TeamPlayer,ComesForCrosses",21,11,9,37,11,13,20,11,39,21,44,43,50,75,48,56,64,33,62,11,34,15,12,38,23,58,,12,13,75,62,75,73,81,28+2,28+2,28+2,28+0,29+0,29+0,29+0,28+0,30+2,30+2,30+2,30+2,31+2,31+2,31+2,30+2,28+2,30+2,30+2,30+2,28+2,27+2,27+2,27+2,27+2,27+2
Kiko Casilla,33,190,86,Spain,Leeds United,English Premier League,74,74,3000000,53000,GK,Right,2,2,1,Medium/Medium,Lean,Yes,6000000.0,NoTag,SUB,13.0,,2019-01-17,2023.0,,,,,,,,,74.0,72.0,72.0,75.0,47.0,72.0,"RushesOutOfGoal,ComesForCrosses",24,14,13,34,12,19,25,25,28,30,44,49,43,72,58,54,69,40,76,13,45,20,12,62,23,60,,15,11,74,72,72,72,75,31+2,31+2,31+2,32+0,33+0,33+0,33+0,32+0,34+2,34+2,34+2,33+2,34+2,34+2,34+2,33+2,31+2,33+2,33+2,33+2,31+2,29+2,31+2,31+2,31+2,29+2
Fabricio,32,184,80,Spain,Fulham,English Premier League,74,74,3400000,53000,GK,Right,1,4,1,Medium/Medium,Normal,Yes,6500000.0,NoTag,RES,31.0,,2018-07-24,2021.0,,,,,,,,,73.0,75.0,71.0,74.0,56.0,71.0,"RushesOutOfGoal,ComesForCrosses",15,14,14,44,13,25,19,15,40,35,59,54,57,72,48,53,72,40,53,14,33,26,14,51,22,56,,14,11,73,75,71,71,74,33+2,33+2,33+2,35+0,36+0,36+0,36+0,35+0,38+2,38+2,38+2,37+2,38+2,38+2,38+2,37+2,32+2,35+2,35+2,35+2,32+2,31+2,29+2,29+2,29+2,31+2
R. Zieler,31,188,81,Germany,1. FC Köln,German 1. Bundesliga,74,74,3600000,18000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,,NoTag,SUB,16.0,Hannover 96,,2021.0,,,,,,,,,73.0,69.0,70.0,75.0,48.0,74.0,NoTag,15,10,13,25,12,12,11,10,22,22,46,50,43,79,41,53,69,32,55,14,32,21,15,42,24,58,,12,13,73,69,70,74,75,29+2,29+2,29+2,27+0,29+0,29+0,29+0,27+0,29+2,29+2,29+2,28+2,28+2,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,27+2,27+2,27+2,27+2,27+2
A. Luthe,33,195,85,Germany,1. FC Union Berlin,German 1. Bundesliga,74,74,3000000,19000,GK,Right,1,3,1,Medium/Medium,Normal,No,5400000.0,NoTag,GK,1.0,,2020-08-03,2023.0,,,,,,,,,74.0,69.0,61.0,77.0,39.0,75.0,NoTag,14,12,15,24,12,12,15,12,19,14,35,43,39,70,34,46,61,36,74,16,22,21,12,49,21,23,,14,12,74,69,61,75,77,27+2,27+2,27+2,24+0,26+0,26+0,26+0,24+0,27+2,27+2,27+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2,25+2,27+2,27+2,27+2,25+2
P. Pervan,32,194,92,Austria,VfL Wolfsburg,German 1. Bundesliga,74,74,3400000,26000,GK,Right,1,4,1,Medium/Medium,Normal,No,5800000.0,NoTag,SUB,12.0,,2018-07-01,2022.0,SUB,12.0,,,,,,,72.0,74.0,69.0,75.0,29.0,72.0,NoTag,19,9,15,22,8,14,15,14,31,15,32,27,36,70,33,52,44,23,54,15,28,15,5,31,14,30,,21,19,72,74,69,72,75,24+2,24+2,24+2,22+0,23+0,23+0,23+0,22+0,23+2,23+2,23+2,23+2,25+2,25+2,25+2,23+2,24+2,26+2,26+2,26+2,24+2,24+2,26+2,26+2,26+2,24+2
B. Kamara,23,193,84,France,RC Strasbourg Alsace,French Ligue 1,73,82,4800000,14000,GK,Right,1,3,1,Medium/Medium,Normal,No,10600000.0,NoTag,GK,30.0,,2017-07-13,2023.0,,,,,,,,,77.0,71.0,67.0,76.0,39.0,71.0,NoTag,12,12,20,15,15,19,13,16,15,21,37,41,28,65,42,50,79,32,77,19,17,20,11,26,22,58,,15,14,77,71,67,71,76,28+2,28+2,28+2,23+0,25+0,25+0,25+0,23+0,23+2,23+2,23+2,24+2,23+2,23+2,23+2,24+2,23+2,23+2,23+2,23+2,23+2,24+2,27+2,27+2,27+2,24+2
P. Nardi,26,188,82,France,FC Lorient,French Ligue 1,73,78,3900000,18000,GK,Right,1,3,1,Medium/Medium,Lean,No,8100000.0,NoTag,GK,30.0,,2019-07-23,2023.0,,,,,,,,,78.0,67.0,68.0,78.0,48.0,69.0,SolidPlayer,10,10,17,35,10,10,12,10,25,25,54,43,35,69,52,51,61,20,54,10,24,21,10,55,16,35,,14,10,78,67,68,69,78,28+2,28+2,28+2,27+0,29+0,29+0,29+0,27+0,31+2,31+2,31+2,28+2,30+2,30+2,30+2,28+2,25+2,28+2,28+2,28+2,25+2,25+2,26+2,26+2,26+2,25+2
S. Kapino,26,196,91,Greece,SV Werder Bremen,German 1. Bundesliga,73,77,3800000,16000,GK,Right,1,2,1,Medium/Medium,Normal,No,6700000.0,NoTag,SUB,27.0,,2018-08-01,2022.0,,,,,,,,,74.0,67.0,66.0,79.0,42.0,72.0,RushesOutOfGoal,12,13,12,26,19,14,14,18,27,29,41,42,55,71,45,50,74,38,70,19,23,14,3,45,26,55,,11,14,74,67,66,72,79,28+2,28+2,28+2,27+0,28+0,28+0,28+0,27+0,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,26+2,28+2,28+2,28+2,26+2,26+2,27+2,27+2,27+2,26+2
Edgar Badía,28,180,79,Spain,Elche CF,Spain Primera Division,73,76,3600000,13000,GK,Right,1,3,1,Medium/Medium,Normal,No,8200000.0,NoTag,GK,13.0,,2019-01-05,2022.0,,,,,,,,,76.0,69.0,67.0,75.0,33.0,73.0,RushesOutOfGoal,14,12,20,30,16,14,19,13,32,18,34,32,40,65,38,50,52,27,53,12,42,22,9,30,30,53,,12,15,76,69,67,73,75,26+2,26+2,26+2,23+0,25+0,25+0,25+0,23+0,25+2,25+2,25+2,24+2,26+2,26+2,26+2,24+2,25+2,28+2,28+2,28+2,25+2,25+2,28+2,28+2,28+2,25+2
K. Darlow,29,190,78,England,Newcastle United,English Premier League,73,75,3400000,24000,GK,Right,1,2,1,Medium/Medium,Normal,Yes,6700000.0,NoTag,SUB,26.0,,2014-08-04,2025.0,,,,,,,,,75.0,70.0,64.0,76.0,55.0,71.0,"GKLongThrow,ComesForCrosses",12,14,12,32,15,12,19,16,28,29,59,52,63,65,64,48,67,44,58,11,13,26,18,36,19,53,,11,12,75,70,64,71,76,30+2,30+2,30+2,29+0,30+0,30+0,30+0,29+0,31+2,31+2,31+2,30+2,30+2,30+2,30+2,30+2,29+2,29+2,29+2,29+2,29+2,28+2,26+2,26+2,26+2,28+2
L. Butelle,37,188,84,France,Angers SCO,French Ligue 1,73,73,400000,9000,GK,Left,2,3,1,Medium/Medium,Normal,No,800000.0,NoTag,SUB,16.0,,2018-01-04,2021.0,,,,,,,,,74.0,69.0,62.0,75.0,32.0,74.0,"GKLongThrow,ComesForCrosses",11,11,13,31,12,11,10,15,23,23,31,33,36,66,28,47,63,28,70,12,35,18,15,44,22,59,,11,11,74,69,62,74,75,27+2,27+2,27+2,24+0,27+0,27+0,27+0,24+0,28+2,28+2,28+2,25+2,28+2,28+2,28+2,25+2,23+2,27+2,27+2,27+2,23+2,22+2,26+2,26+2,26+2,22+2
Cifuentes,41,189,80,Spain,Cádiz CF,Spain Primera Division,73,73,400000,10000,GK,Right,1,3,1,Medium/Medium,Lean,No,880000.0,NoTag,GK,1.0,,2015-07-04,2021.0,,,,,,,,,67.0,74.0,65.0,71.0,46.0,82.0,"Leadership,CautiousWithCrosses",11,10,22,20,20,17,21,12,32,28,47,46,31,62,42,49,57,39,68,16,28,22,14,45,27,53,,13,12,67,74,65,82,71,29+2,29+2,29+2,26+0,29+0,29+0,29+0,26+0,28+2,28+2,28+2,28+2,29+2,29+2,29+2,28+2,26+2,28+2,28+2,28+2,26+2,26+2,28+2,28+2,28+2,26+2
Rafael,38,187,80,Brazil,Spezia,Italian Serie A,73,73,400000,15000,GK,Right,2,3,1,Medium/Medium,Lean,No,720000.0,NoTag,SUB,22.0,,2020-09-17,2021.0,,,,,,,,,75.0,71.0,63.0,73.0,36.0,74.0,ComesForCrosses,13,11,10,25,10,13,11,12,24,23,43,31,31,70,23,47,63,41,49,14,31,10,12,45,22,60,,19,17,75,71,63,74,73,26+2,26+2,26+2,25+0,27+0,27+0,27+0,25+0,27+2,27+2,27+2,27+2,28+2,28+2,28+2,27+2,26+2,27+2,27+2,27+2,26+2,25+2,25+2,25+2,25+2,25+2
J. Leca,34,180,75,France,Racing Club de Lens,French Ligue 1,73,73,1800000,22000,GK,Right,1,3,1,Medium/Medium,Stocky,No,3600000.0,NoTag,GK,16.0,,2018-07-01,2021.0,,,,,,,,,72.0,69.0,69.0,75.0,45.0,74.0,"Leadership,TeamPlayer,CautiousWithCrosses",12,11,13,25,11,13,13,12,29,25,50,41,44,70,45,52,65,24,69,13,45,22,11,27,14,61,,14,15,72,69,69,74,75,28+2,28+2,28+2,25+0,27+0,27+0,27+0,25+0,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,28+2,28+2,28+2,26+2,26+2,29+2,29+2,29+2,26+2
P. Pentke,35,191,84,Germany,TSG 1899 Hoffenheim,German 1. Bundesliga,73,73,1100000,13000,GK,Right,1,2,1,Medium/Medium,Normal,No,1900000.0,NoTag,SUB,12.0,,2019-07-01,2021.0,,,,,,,,,74.0,69.0,66.0,77.0,37.0,73.0,RushesOutOfGoal,23,10,30,30,18,25,13,22,22,30,38,36,33,66,34,50,67,40,79,17,38,15,12,45,25,67,,22,13,74,69,66,73,77,31+2,31+2,31+2,29+0,30+0,30+0,30+0,29+0,31+2,31+2,31+2,31+2,31+2,31+2,31+2,31+2,28+2,30+2,30+2,30+2,28+2,28+2,32+2,32+2,32+2,28+2
D. Padelli,34,191,82,Italy,Inter,Italian Serie A,73,73,1800000,44000,GK,Left,2,2,1,Medium/Medium,Normal,No,3000000.0,NoTag,SUB,27.0,,2017-07-02,2021.0,,,,,,,,,72.0,72.0,63.0,70.0,44.0,76.0,ComesForCrosses,11,10,10,26,10,10,13,10,29,21,49,39,38,70,27,47,65,30,45,11,12,13,10,30,22,69,,12,12,72,72,63,76,70,25+2,25+2,25+2,24+0,25+0,25+0,25+0,24+0,25+2,25+2,25+2,25+2,26+2,26+2,26+2,25+2,23+2,24+2,24+2,24+2,23+2,23+2,21+2,21+2,21+2,23+2
J. Lössl,31,195,89,Denmark,Everton,English Premier League,73,73,2600000,40000,GK,Right,1,2,1,Medium/Medium,Lean,Yes,4900000.0,NoTag,RES,49.0,,2019-07-01,2022.0,,,,,,,,,73.0,74.0,68.0,75.0,32.0,71.0,"RushesOutOfGoal,ComesForCrosses",14,12,17,35,11,15,14,13,39,21,29,34,32,66,30,51,51,25,67,15,17,20,10,55,12,56,,13,15,73,74,68,71,75,27+2,27+2,27+2,25+0,28+0,28+0,28+0,25+0,30+2,30+2,30+2,27+2,32+2,32+2,32+2,27+2,25+2,30+2,30+2,30+2,25+2,25+2,27+2,27+2,27+2,25+2
T. Sippel,32,183,78,Germany,Borussia Mönchengladbach,German 1. Bundesliga,73,73,2400000,20000,GK,Right,1,2,1,Medium/Medium,Normal,No,4100000.0,NoTag,SUB,21.0,,2015-07-01,2021.0,,,,,,,,,74.0,69.0,76.0,77.0,46.0,69.0,TeamPlayer,14,12,13,33,12,13,15,14,22,19,50,42,48,72,41,57,64,41,65,11,36,15,16,31,18,41,,15,12,74,69,76,69,77,29+2,29+2,29+2,26+0,28+0,28+0,28+0,26+0,28+2,28+2,28+2,28+2,27+2,27+2,27+2,28+2,27+2,27+2,27+2,27+2,27+2,26+2,26+2,26+2,26+2,26+2
C. Walton,24,195,72,England,Brighton & Hove Albion,English Premier League,72,80,3500000,22000,GK,Left,1,2,1,Medium/Medium,Normal,No,7400000.0,NoTag,RES,31.0,,2013-07-01,2021.0,,,,,,,,,72.0,72.0,70.0,74.0,35.0,66.0,"SolidPlayer,ComesForCrosses",13,20,15,35,18,19,11,11,25,22,37,33,32,67,29,53,51,22,38,14,20,11,7,42,23,42,,11,14,72,72,70,66,74,28+2,28+2,28+2,26+0,29+0,29+0,29+0,26+0,29+2,29+2,29+2,27+2,28+2,28+2,28+2,27+2,23+2,24+2,24+2,24+2,23+2,22+2,21+2,21+2,21+2,22+2
L. Montipò,24,191,82,Italy,Benevento,Italian Serie A,72,79,3300000,8000,GK,Right,1,1,1,Medium/Medium,Normal,No,6600000.0,NoTag,GK,1.0,,2019-07-03,2021.0,,,,,,,,,72.0,70.0,69.0,76.0,41.0,69.0,NoTag,15,20,17,17,18,19,17,15,16,20,40,42,46,66,49,52,54,35,49,14,24,18,15,20,29,50,,19,11,72,70,69,69,76,29+2,29+2,29+2,25+0,26+0,26+0,26+0,25+0,24+2,24+2,24+2,25+2,23+2,23+2,23+2,25+2,24+2,23+2,23+2,23+2,24+2,24+2,24+2,24+2,24+2,24+2
S. Scuffet,24,193,77,Italy,Udinese,Italian Serie A,72,79,3300000,8000,GK,Right,2,2,1,Medium/Medium,Lean,No,6600000.0,NoTag,SUB,96.0,,2013-07-01,2022.0,,,,,,,,,72.0,68.0,60.0,80.0,50.0,70.0,NoTag,20,20,18,30,20,13,20,22,34,21,50,50,60,68,45,45,70,40,65,16,35,18,12,33,18,61,,24,18,72,68,60,70,80,30+2,30+2,30+2,28+0,28+0,28+0,28+0,28+0,29+2,29+2,29+2,29+2,29+2,29+2,29+2,29+2,29+2,30+2,30+2,30+2,29+2,29+2,30+2,30+2,30+2,29+2
Sivera,23,184,75,Spain,Deportivo Alavés,Spain Primera Division,72,78,3200000,10000,GK,Right,1,3,1,Medium/Medium,Normal,No,7400000.0,NoTag,SUB,13.0,,2017-07-19,2021.0,,,,,,,,,72.0,70.0,68.0,72.0,56.0,73.0,NoTag,22,15,14,32,16,14,26,12,34,26,58,55,61,67,53,51,69,42,62,12,25,24,16,48,24,53,,17,12,72,70,68,73,72,31+2,31+2,31+2,31+0,31+0,31+0,31+0,31+0,33+2,33+2,33+2,33+2,32+2,32+2,32+2,33+2,30+2,31+2,31+2,31+2,30+2,30+2,28+2,28+2,28+2,30+2
T. Koubek,27,197,95,Czech Republic,FC Augsburg,German 1. Bundesliga,72,74,2600000,14000,GK,Right,1,2,1,Medium/Medium,Normal,No,4900000.0,NoTag,SUB,21.0,,2019-08-06,2024.0,,,,,,,,,77.0,62.0,67.0,76.0,41.0,69.0,ComesForCrosses,13,12,13,14,19,17,18,16,20,20,39,43,25,70,29,50,53,33,79,17,31,11,12,39,20,54,,12,16,77,62,67,69,76,28+2,28+2,28+2,24+0,26+0,26+0,26+0,24+0,25+2,25+2,25+2,25+2,24+2,24+2,24+2,25+2,23+2,24+2,24+2,24+2,23+2,23+2,26+2,26+2,26+2,23+2
V. Belec,30,192,84,Slovenia,Sampdoria,Italian Serie A,72,73,2400000,11000,GK,Right,1,3,1,Medium/Medium,Normal,No,4500000.0,NoTag,RES,72.0,,2018-07-01,2021.0,SUB,12.0,,,,,,,73.0,72.0,60.0,74.0,48.0,71.0,ComesForCrosses,11,10,13,24,10,13,11,13,28,21,53,43,55,67,31,45,75,20,59,16,25,21,11,23,23,70,,10,11,73,72,60,71,74,27+2,27+2,27+2,25+0,25+0,25+0,25+0,25+0,25+2,25+2,25+2,25+2,24+2,24+2,24+2,25+2,24+2,25+2,25+2,25+2,24+2,24+2,26+2,26+2,26+2,24+2
Y. Pelé,37,196,89,France,Olympique de Marseille,French Ligue 1,72,72,325000,12000,GK,Right,1,3,1,Medium/Medium,Normal,No,618000.0,NoTag,SUB,16.0,,2015-07-01,2021.0,,,,,,,,,71.0,72.0,67.0,73.0,39.0,71.0,TeamPlayer,15,14,16,34,11,13,14,15,33,18,37,40,33,70,52,50,67,32,72,9,33,24,15,14,13,59,,13,12,71,72,67,71,73,29+2,29+2,29+2,24+0,26+0,26+0,26+0,24+0,24+2,24+2,24+2,26+2,26+2,26+2,26+2,26+2,26+2,29+2,29+2,29+2,26+2,26+2,28+2,28+2,28+2,26+2
A. Cordaz,37,188,83,Italy,Crotone,Italian Serie A,72,72,325000,5000,GK,Right,1,1,1,Medium/Medium,Normal,No,585000.0,NoTag,GK,1.0,,2015-07-09,2021.0,,,,,,,,,68.0,71.0,62.0,74.0,26.0,72.0,NoTag,12,10,16,12,10,18,10,15,17,20,25,27,28,72,29,47,32,16,54,15,22,7,8,34,16,69,,10,10,68,71,62,72,74,24+2,24+2,24+2,21+0,24+0,24+0,24+0,21+0,23+2,23+2,23+2,22+2,22+2,22+2,22+2,22+2,19+2,20+2,20+2,20+2,19+2,18+2,20+2,20+2,20+2,18+2
